--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_batch bubbles=13 durationMs=4138 peakPssKb=2160841 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_batch bubbles=9 durationMs=2520 peakPssKb=2160985 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_batch bubbles=7 durationMs=791 peakPssKb=2161033 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_batch bubbles=17 durationMs=2408 peakPssKb=2161177 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_batch bubbles=6 durationMs=3203 peakPssKb=2161305 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_batch bubbles=1 durationMs=183 peakPssKb=2161337 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_batch bubbles=2 durationMs=368 peakPssKb=2161353 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-dense-dialogue engine=qwen_batch_grammar bubbles=16 durationMs=3892 peakPssKb=2166425 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-mixed-dialogue engine=qwen_batch_grammar bubbles=12 durationMs=4976 peakPssKb=2177177 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=balloon-p28 engine=qwen_batch_grammar bubbles=12 durationMs=2022 peakPssKb=2168073 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-dense-emotional engine=qwen_batch_grammar bubbles=16 durationMs=4097 peakPssKb=2176425 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p04 engine=qwen_batch_grammar bubbles=8 durationMs=2284 peakPssKb=2177561 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-p30 engine=qwen_batch_grammar bubbles=6 durationMs=2396 peakPssKb=2177721 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=bourei-sparse-single engine=qwen_batch_grammar bubbles=1 durationMs=443 peakPssKb=2177625 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-action-fantasy engine=qwen_batch_grammar bubbles=8 durationMs=3019 peakPssKb=2176745 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p19 engine=qwen_batch_grammar bubbles=6 durationMs=1315 peakPssKb=2167529 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=rasetugari-p35 engine=qwen_batch_grammar bubbles=7 durationMs=1168 peakPssKb=2177449 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p21 engine=qwen_batch_grammar bubbles=13 durationMs=4335 peakPssKb=2166281 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p27 engine=qwen_batch_grammar bubbles=9 durationMs=3366 peakPssKb=2177625 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tencho-p33 engine=qwen_batch_grammar bubbles=7 durationMs=1926 peakPssKb=2178393 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-dense-action engine=qwen_batch_grammar bubbles=17 durationMs=2534 peakPssKb=2167529 success=true sourceEchoes=1
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-narration engine=qwen_batch_grammar bubbles=6 durationMs=3261 peakPssKb=2165561 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-p35 engine=qwen_batch_grammar bubbles=1 durationMs=354 peakPssKb=2177529 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: TIMING case=tojime-sparse-title engine=qwen_batch_grammar bubbles=2 durationMs=392 peakPssKb=2177545 success=true sourceEchoes=0
09-10 12:08:58.654  3972  3989 I ArchitectureSpikeTest: ARM_START arm=qwen_batch_grammar_ctx idKeyedBatch=true grammar=true sessionContext=true
09-10 12:09:02.043  3972  3989 I LlamaJNI: Generation complete tokens=213 resultLength=684 durationMs=3389 sampleMs=11.52 grammarMs=133.21 grammarRejections=13 grammar=1
09-10 12:09:02.043  3972  3989 I LlamaBridge: generate completed status=success durationMs=3389 responseLength=684
09-10 12:09:02.044  3972  3989 I LlamaTranslationBridge: generate success promptLength=382 translatedLength=683 maxTokens=768 durationMs=3389
09-10 12:09:02.044  3972  3989 I LlamaTranslationBridge: generate raw=[0] Only a balloon filled with air will not float no matter how many you collect!\n[1] muu-guu\n[6] It's basically a disposable camera, right?\n[12] Earth's photos are falling all over the internet, right?\n[10] Feh\n[11] It's technically possible, but...\n[2] This guy is obviously an idiot\n[4] What the hell!?\n[5] Helium is needed for the balloon to float!\n[9] Are you crazy enough to try taking a film roll and pressing the shutter in space?\n[7] Ah\n[8] I bought it cheaply...\n[14] Ah\n[13] Even if you take it yourself...\n[15] That's right...  [1] Only a balloon filled with air will not float no matter how many you collect! [2] muu-guu [3] It's basically a disposable camera, right? [4
09-10 12:09:02.047  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=balloon-dense-dialogue bubbles=16 durationMs=3389 pssKb=2177737 covered=16 sourceEchoes=1
09-10 12:09:02.047  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=balloon-dense-dialogue raw=[0] Only a balloon filled with air will not float no matter how many you collect!\n[1] muu-guu\n[6] It's basically a disposable camera, right?\n[12] Earth's photos are falling all over the internet, right?\n[10] Feh\n[11] It's technically possible, but...\n[2] This guy is obviously an idiot\n[4] What the hell!?\n[5] Helium is needed for the balloon to float!\n[9] Are you crazy enough to try taking a film roll and pressing the shutter in space?\n[7] Ah\n[8] I bought it cheaply...\n[14] Ah\n[13] Even if you take it yourself...\n[15] That's right...  [1] Only a balloon filled with air will not float no matter how many you collect! [2] muu-guu [3] It's basically a disposable camera, right? [4
09-10 12:09:02.048  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-dense-dialogue engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Only a balloon filled with air will not float no matter how many you collect!","muu-guu","This guy is obviously an idiot",".......?","What the hell!?","Helium is needed for the balloon to float!","It's basically a disposable camera, right?","Ah","I bought it cheaply...","Are you crazy enough to try taking a film roll and pressing the shutter in space?","Feh","It's technically possible, but...","Earth's photos are falling all over the internet, right?","Even if you take it yourself...","Ah","That's right...  [1] Only a balloon filled with air will not float no matter how many you collect! [2] muu-guu [3] It's basically a disposable camera, right? [4"]}
09-10 12:09:02.050  3972  3989 E LlamaJNI: Prompt exceeds decode budget: 670 tokens; refusing to truncate instructions
09-10 12:09:02.050  3972  3989 W LlamaBridge: generate completed status=blank durationMs=2 responseLength=0
09-10 12:09:02.053  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=balloon-mixed-dialogue bubbles=12 durationMs=0 pssKb=2177849 covered=12 sourceEchoes=12
09-10 12:09:02.053  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=balloon-mixed-dialogue raw=
09-10 12:09:02.053  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-mixed-dialogue engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["十年後ーー夏","相川仁","お前には一流の大学を目指す学力がある","なのになぜ三流大の推薦なんかを狙う?","実に夢がない","夢...?くだらない","楽で安全な道があるならそちらを選ぶべきでしょう","俺間違ってます?","いいぞぉ相川...","お前のようなかわいくない生徒には","色々とモノを頼みやすい","?"]}
09-10 12:09:02.055  3972  3989 E LlamaJNI: Prompt exceeds decode budget: 660 tokens; refusing to truncate instructions
09-10 12:09:02.055  3972  3989 W LlamaBridge: generate completed status=blank durationMs=2 responseLength=0
09-10 12:09:02.057  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=balloon-p28 bubbles=12 durationMs=0 pssKb=2177897 covered=12 sourceEchoes=12
09-10 12:09:02.057  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=balloon-p28 raw=
09-10 12:09:02.057  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-p28 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["あああっあいかわしゃん...","ほらっ","載っけてやるからさっさと準備するぞ!","俺にとっても...","大事なものなんだよ","...ひとつ","聞かせてくれ","あのキーホルダー持ってるってことは","お前も見てたんだろ","「あさがお」が落ちるところ","どうして平然と","宇宙飛行士になりたいなんて言えるんだよ"]}
09-10 12:09:16.797  3972  3989 I LlamaJNI: Generation complete tokens=768 resultLength=718 durationMs=14739 sampleMs=55.77 grammarMs=2929.91 grammarRejections=355 grammar=1
09-10 12:09:16.797  3972  3989 I LlamaBridge: generate completed status=success durationMs=14740 responseLength=718
09-10 12:09:16.797  3972  3989 I LlamaTranslationBridge: generate success promptLength=810 translatedLength=717 maxTokens=768 durationMs=14740
09-10 12:09:16.797  3972  3989 I LlamaTranslationBridge: generate raw=[0] The regret of a farewell\n[1] It's sad, isn't it\n[3] The death of Sakura Tsubame, a beauty actress\n[5] How about you?\n[4] There are many rumors in the world\n[9] It's just rumors\n[8] So?\n[10] It's just rumors\n[11] It's just that you're not popular\n[12] Your appearance and acting ability are certainly good\n[13] But what about the contents?\n[2] R-! (This is a shout)\n[6] There's also the rumor that she was killed by someone\n[7] She was a different kind of person in the entertainment world\n[14] After that, I'll continue\n[15] I want to investigate the truth of Sakura Tsubame's death]\n[7] She was a different kind of person in the entertainment world\n[15] I want to investigate the truth of Sakura Tsubame's death]
09-10 12:09:16.801  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=bourei-dense-emotional bubbles=16 durationMs=14740 pssKb=2185225 covered=16 sourceEchoes=0
09-10 12:09:16.801  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=bourei-dense-emotional raw=[0] The regret of a farewell\n[1] It's sad, isn't it\n[3] The death of Sakura Tsubame, a beauty actress\n[5] How about you?\n[4] There are many rumors in the world\n[9] It's just rumors\n[8] So?\n[10] It's just rumors\n[11] It's just that you're not popular\n[12] Your appearance and acting ability are certainly good\n[13] But what about the contents?\n[2] R-! (This is a shout)\n[6] There's also the rumor that she was killed by someone\n[7] She was a different kind of person in the entertainment world\n[14] After that, I'll continue\n[15] I want to investigate the truth of Sakura Tsubame's death]\n[7] She was a different kind of person in the entertainment world\n[15] I want to investigate the truth of Sakura Tsubame's death]
09-10 12:09:16.802  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-dense-emotional engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["The regret of a farewell","It's sad, isn't it","R-! (This is a shout)","The death of Sakura Tsubame, a beauty actress","There are many rumors in the world","How about you?","There's also the rumor that she was killed by someone","She was a different kind of person in the entertainment world","So?","It's just rumors","It's just rumors","It's just that you're not popular","Your appearance and acting ability are certainly good","But what about the contents?","After that, I'll continue","I want to investigate the truth of Sakura Tsubame's death]"]}
09-10 12:09:16.804  3972  3989 E LlamaJNI: Prompt exceeds decode budget: 550 tokens; refusing to truncate instructions
09-10 12:09:16.804  3972  3989 W LlamaBridge: generate completed status=blank durationMs=2 responseLength=0
09-10 12:09:16.807  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=bourei-p04 bubbles=8 durationMs=0 pssKb=2184777 covered=8 sourceEchoes=8
09-10 12:09:16.807  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=bourei-p04 raw=
09-10 12:09:16.807  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-p04 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["死んでるんですよねぇ","ようこそ 亡霊葬儀屋さん 吉良いと","「視える」人間ってヤツでして","え?","亡くなったお姉さんのお化粧を?","烏丸葬儀社社長 烏丸枢（からすまくるる）　２５歳","はい...","葬儀依頼人 桜野　すずめ　１９歳"]}
09-10 12:09:19.687  3972  3989 I LlamaJNI: Generation complete tokens=101 resultLength=328 durationMs=2879 sampleMs=5.27 grammarMs=17.63 grammarRejections=2 grammar=1
09-10 12:09:19.687  3972  3989 I LlamaBridge: generate completed status=success durationMs=2879 responseLength=328
09-10 12:09:19.687  3972  3989 I LlamaTranslationBridge: generate success promptLength=619 translatedLength=327 maxTokens=768 durationMs=2879
09-10 12:09:19.687  3972  3989 I LlamaTranslationBridge: generate raw=[0] You were tidy.\n[2] What are you being stubborn about?\n[3] I was not there when you were on the side of Suzume.\n[5] I did not want to see Suzume with that face.\n[1] .....I am always tidy.\n[3] I was not there when you were on the side of Suzume.\n[5] I did not want to see Suzume with that face.\n[4] That's just the way it is!
09-10 12:09:19.690  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=bourei-p30 bubbles=6 durationMs=2879 pssKb=2184873 covered=6 sourceEchoes=0
09-10 12:09:19.690  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=bourei-p30 raw=[0] You were tidy.\n[2] What are you being stubborn about?\n[3] I was not there when you were on the side of Suzume.\n[5] I did not want to see Suzume with that face.\n[1] .....I am always tidy.\n[3] I was not there when you were on the side of Suzume.\n[5] I did not want to see Suzume with that face.\n[4] That's just the way it is!
09-10 12:09:19.690  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-p30 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["You were tidy.",".....I am always tidy.","What are you being stubborn about?","I was not there when you were on the side of Suzume.","That's just the way it is!","I did not want to see Suzume with that face."]}
09-10 12:09:20.572  3972  3989 I LlamaJNI: Generation complete tokens=6 resultLength=17 durationMs=882 sampleMs=0.44 grammarMs=16.69 grammarRejections=2 grammar=1
09-10 12:09:20.572  3972  3989 I LlamaBridge: generate completed status=success durationMs=882 responseLength=17
09-10 12:09:20.572  3972  3989 I LlamaTranslationBridge: generate success promptLength=591 translatedLength=16 maxTokens=768 durationMs=882
09-10 12:09:20.572  3972  3989 I LlamaTranslationBridge: generate raw=[0] Funeral home
09-10 12:09:20.575  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=bourei-sparse-single bubbles=1 durationMs=882 pssKb=2185945 covered=1 sourceEchoes=0
09-10 12:09:20.575  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=bourei-sparse-single raw=[0] Funeral home
09-10 12:09:20.575  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-sparse-single engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Funeral home"]}
09-10 12:09:23.625  3972  3989 I LlamaJNI: Generation complete tokens=187 resultLength=604 durationMs=3049 sampleMs=9.87 grammarMs=52.21 grammarRejections=4 grammar=1
09-10 12:09:23.625  3972  3989 I LlamaBridge: generate completed status=success durationMs=3050 responseLength=604
09-10 12:09:23.625  3972  3989 I LlamaTranslationBridge: generate success promptLength=398 translatedLength=603 maxTokens=768 durationMs=3050
09-10 12:09:23.625  3972  3989 I LlamaTranslationBridge: generate raw=[0] That huge evil ghost is already burned to a crisp\n[2] If I were to call him "demon" or "god", I would be killed\n[5] But that's not the case\n[6] That eye\n[3] Ever since the family was devoured by the evil ghost\n[1] It's truly the strength of a demon god\n[4] It's the strength of a demon's soul\n[7] There's a demon nest in his slave's heart\n[4] It's truly the strength of a demon god\n[7] There's a demon nest in his slave's heart\n[1] It's truly the strength of a demon god\n[1] It's truly the strength of a demon god\n[4] It's the strength of a demon's soul\n[7] There's a demon nest in his slave's heart
09-10 12:09:23.628  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=rasetugari-action-fantasy bubbles=8 durationMs=3050 pssKb=2195865 covered=8 sourceEchoes=0
09-10 12:09:23.629  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=rasetugari-action-fantasy raw=[0] That huge evil ghost is already burned to a crisp\n[2] If I were to call him "demon" or "god", I would be killed\n[5] But that's not the case\n[6] That eye\n[3] Ever since the family was devoured by the evil ghost\n[1] It's truly the strength of a demon god\n[4] It's the strength of a demon's soul\n[7] There's a demon nest in his slave's heart\n[4] It's truly the strength of a demon god\n[7] There's a demon nest in his slave's heart\n[1] It's truly the strength of a demon god\n[1] It's truly the strength of a demon god\n[4] It's the strength of a demon's soul\n[7] There's a demon nest in his slave's heart
09-10 12:09:23.629  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-action-fantasy engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["That huge evil ghost is already burned to a crisp","It's truly the strength of a demon god","If I were to call him \"demon\" or \"god\", I would be killed","Ever since the family was devoured by the evil ghost","It's the strength of a demon's soul","But that's not the case","That eye","There's a demon nest in his slave's heart"]}
09-10 12:09:26.294  3972  3989 I LlamaJNI: Generation complete tokens=86 resultLength=244 durationMs=2664 sampleMs=4.66 grammarMs=34.18 grammarRejections=3 grammar=1
09-10 12:09:26.294  3972  3989 I LlamaBridge: generate completed status=success durationMs=2665 responseLength=244
09-10 12:09:26.294  3972  3989 I LlamaTranslationBridge: generate success promptLength=1011 translatedLength=241 maxTokens=768 durationMs=2665
09-10 12:09:26.294  3972  3989 I LlamaTranslationBridge: generate raw=[4] Hoshigami Mura!!\n[0] Roza Hunter Slayer\n[1] The family's enemy after ten years\n[2] You are the one who will send me to hell\n[3] You are the one who will send me to hell\n[5] Ino...?\n[3] You are the one who will send me to hell\n[5] Ino...?
09-10 12:09:26.297  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=rasetugari-p19 bubbles=6 durationMs=2665 pssKb=2195449 covered=6 sourceEchoes=0
09-10 12:09:26.297  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=rasetugari-p19 raw=[4] Hoshigami Mura!!\n[0] Roza Hunter Slayer\n[1] The family's enemy after ten years\n[2] You are the one who will send me to hell\n[3] You are the one who will send me to hell\n[5] Ino...?\n[3] You are the one who will send me to hell\n[5] Ino...?
09-10 12:09:26.297  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-p19 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Roza Hunter Slayer","The family's enemy after ten years","You are the one who will send me to hell","You are the one who will send me to hell","Hoshigami Mura!!","Ino...?"]}
09-10 12:09:28.036  3972  3989 I LlamaJNI: Generation complete tokens=67 resultLength=166 durationMs=1739 sampleMs=3.64 grammarMs=50.84 grammarRejections=4 grammar=1
09-10 12:09:28.037  3972  3989 I LlamaBridge: generate completed status=success durationMs=1739 responseLength=164
09-10 12:09:28.037  3972  3989 I LlamaTranslationBridge: generate success promptLength=549 translatedLength=163 maxTokens=768 durationMs=1739
09-10 12:09:28.037  3972  3989 I LlamaTranslationBridge: generate raw=[3] What's wrong?\n[4] Put on demon face\n[0] Father\n[1] Mother\n[5] Take that\n[6] Hurry up and show your face\n[2] Hiyō...\n[2] Hiyō...\n[6] Hurry up and show your face
09-10 12:09:28.039  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=rasetugari-p35 bubbles=7 durationMs=1739 pssKb=2197113 covered=7 sourceEchoes=0
09-10 12:09:28.040  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=rasetugari-p35 raw=[3] What's wrong?\n[4] Put on demon face\n[0] Father\n[1] Mother\n[5] Take that\n[6] Hurry up and show your face\n[2] Hiyō...\n[2] Hiyō...\n[6] Hurry up and show your face
09-10 12:09:28.040  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-p35 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Father","Mother","Hiyō...","What's wrong?","Put on demon face","Take that","Hurry up and show your face"]}
09-10 12:09:34.008  3972  3989 I LlamaJNI: Generation complete tokens=348 resultLength=1167 durationMs=5968 sampleMs=18.60 grammarMs=93.77 grammarRejections=7 grammar=1
09-10 12:09:34.009  3972  3989 I LlamaBridge: generate completed status=success durationMs=5969 responseLength=1167
09-10 12:09:34.009  3972  3989 I LlamaTranslationBridge: generate success promptLength=770 translatedLength=1166 maxTokens=768 durationMs=5969
09-10 12:09:34.009  3972  3989 I LlamaTranslationBridge: generate raw=[10] Despite your cheerful smile every day,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[10] despite your cheerful smile every day,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[10] despite your cheerful smile every day,\n[1] thank you,\n[7] Are you carrying everything for free?\n[3] Or did you choose this job?\n[4] This young man was hired by the outcome,\n[3] Or did you choose this job?\n[7] Are you carrying everything for free?\n[4] This young man was hired by the outcome,\n[8] L-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l\n[5] With clothes burned and the place where you live destroyed,\n[9] you only have a few clothes and a watch,\n[11] I'm so happy to buy a lot of things today,\n[12] Store manager! [1] Thank you,
09-10 12:09:34.015  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tencho-p21 bubbles=13 durationMs=5969 pssKb=2194697 covered=13 sourceEchoes=0
09-10 12:09:34.015  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tencho-p21 raw=[10] Despite your cheerful smile every day,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[10] despite your cheerful smile every day,\n[0] you've been carrying medicine to the pharmacy,\n[2] fitting in with the store manager,\n[6] even the contents of the only backpack you had,\n[10] despite your cheerful smile every day,\n[1] thank you,\n[7] Are you carrying everything for free?\n[3] Or did you choose this job?\n[4] This young man was hired by the outcome,\n[3] Or did you choose this job?\n[7] Are you carrying everything for free?\n[4] This young man was hired by the outcome,\n[8] L-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l\n[5] With clothes burned and the place where you live destroyed,\n[9] you only have a few clothes and a watch,\n[11] I'm so happy to buy a lot of things today,\n[12] Store manager! [1] Thank you,
09-10 12:09:34.015  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p21 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["you've been carrying medicine to the pharmacy,","thank you,","fitting in with the store manager,","Or did you choose this job?","This young man was hired by the outcome,","With clothes burned and the place where you live destroyed,","even the contents of the only backpack you had,","Are you carrying everything for free?","L-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l-l","you only have a few clothes and a watch,","despite your cheerful smile every day,","I'm so happy to buy a lot of things today,","Store manager! [1] Thank you,"]}
09-10 12:09:34.018  3972  3989 E LlamaJNI: Prompt exceeds decode budget: 710 tokens; refusing to truncate instructions
09-10 12:09:34.018  3972  3989 W LlamaBridge: generate completed status=blank durationMs=2 responseLength=0
09-10 12:09:34.020  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tencho-p27 bubbles=9 durationMs=0 pssKb=2194761 covered=9 sourceEchoes=9
09-10 12:09:34.020  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tencho-p27 raw=
09-10 12:09:34.021  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p27 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["おっカエルの置物じゃないか","欲しいか?","","...でも","買っても何にも役に立たないよ?","きっと要らないから残っちゃったんだ","そうか?","俺は欲しいと思ったけどなぁ","カエルの置物は縁起がいいんだ","店に飾ったら良い事あるかもな"]}
09-10 12:09:36.126  3972  3989 I LlamaJNI: Generation complete tokens=52 resultLength=99 durationMs=2106 sampleMs=3.03 grammarMs=111.06 grammarRejections=9 grammar=1
09-10 12:09:36.126  3972  3989 I LlamaBridge: generate completed status=success durationMs=2105 responseLength=99
09-10 12:09:36.126  3972  3989 I LlamaTranslationBridge: generate success promptLength=630 translatedLength=97 maxTokens=768 durationMs=2105
09-10 12:09:36.126  3972  3989 I LlamaTranslationBridge: generate raw=[2] Tentouch\n[4] Mel didn't get hurt\n[3] Are you okay?\n[0] Ah\n[1] ..?\n[5] Be careful\n[6] Sorry...
09-10 12:09:36.129  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch_grammar_ctx case=tencho-p33 bubbles=7 durationMs=2105 pssKb=2196217 covered=7 sourceEchoes=0
09-10 12:09:36.129  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch_grammar_ctx case=tencho-p33 raw=[2] Tentouch\n[4] Mel didn't get hurt\n[3] Are you okay?\n[0] Ah\n[1] ..?\n[5] Be careful\n[6] Sorry...
09-10 12:09:36.130  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p33 engine=qwen_batch_grammar_ctx json={"engine":"qwen_batch_grammar_ctx","translations":["Ah","..?","Tentouch","Are you okay?","Mel didn't get hurt","Be careful","Sorry..."]}
09-10 12:09:38.896  3972  3989 I LlamaJNI: Generation complete tokens=144 resultLength=381 durationMs=2767 sampleMs=7.17 grammarMs=9.54 grammarRejections=1 grammar=1
09-10 12:09:38.897  3972  3989 I LlamaBridge: generate completed status=success durationMs=2767 responseLength=381
09-10 12:09:38.897  3972  3989 I LlamaTranslationBridge: generate success promptLength=504 translatedLength=380 maxTokens=768 durationMs=2767
